,MatchNum,Country,Batsman,Dismissal-Info,R,M,B,4s,6s,SR
833,48,Australia,MJ Clarke*,c RG Sharma b MM Sharma,10,16,12,1,0,83.33
834,48,Australia,JP Faulkner,b Yadav,21,20,12,3,1,175.00
835,48,Australia,BJ Haddin†,not out,7,22,7,1,0,100.00
836,48,Australia,MG Johnson,not out,27,14,9,4,1,300.00
837,48,India,RG Sharma,b Johnson,34,83,48,1,2,70.83
838,48,India,S Dhawan,c Maxwell b Hazlewood,45,57,41,6,1,109.75
839,48,India,V Kohli,c †Haddin b Johnson,1,11,13,0,0,7.69
840,48,India,AM Rahane,c †Haddin b Starc,44,87,68,2,0,64.70
841,48,India,SK Raina,c †Haddin b Faulkner,7,20,11,1,0,63.63
842,48,India,MS Dhoni*†,run out (Maxwell),65,94,65,3,2,100.00
843,48,India,RA Jadeja,run out (Smith),16,23,17,2,0,94.11
844,48,India,R Ashwin,b Faulkner,5,19,13,0,0,38.46
845,48,India,Mohammed Shami,not out,1,11,1,0,0,100.00
846,48,India,MM Sharma,b Faulkner,0,1,1,0,0,0.00
847,48,India,UT Yadav,b Starc,0,5,5,0,0,0.00
848,49,New Zealand,MJ Guptill,b Maxwell,15,48,34,1,1,44.11
849,49,New Zealand,BB McCullum*,b Starc,0,3,3,0,0,0.00
850,49,New Zealand,KS Williamson,c & b Johnson,12,52,33,1,0,36.36
851,49,New Zealand,LRPL Taylor,c †Haddin b Faulkner,40,104,72,2,0,55.55
852,49,New Zealand,GD Elliott,c †Haddin b Faulkner,83,133,82,7,1,101.21
853,49,New Zealand,CJ Anderson,b Faulkner,0,3,2,0,0,0.00
854,49,New Zealand,L Ronchi†,c Clarke b Starc,0,6,4,0,0,0.00
855,49,New Zealand,DL Vettori,b Johnson,9,23,21,1,0,42.85
856,49,New Zealand,TG Southee,run out (Maxwell),11,21,11,0,1,100.00
857,49,New Zealand,MJ Henry,c Starc b Johnson,0,14,7,0,0,0.00
858,49,New Zealand,TA Boult,not out,0,3,1,0,0,0.00
859,49,Australia,DA Warner,c Elliott b Henry,45,51,46,7,0,97.82
860,49,Australia,AJ Finch,c & b Boult,0,7,5,0,0,0.00
861,49,Australia,SPD Smith,not out,56,137,71,3,0,78.87
862,49,Australia,MJ Clarke*,b Henry,74,84,72,10,1,102.77
863,49,Australia,SR Watson,not out,2,10,5,0,0,40.00
